source,text,researcher,year,aggressive,hate
twitter,tô nem aí pra porra nenhuma!!!!,leite et al,2020,0,0
twitter,"茅 sao paulo caralho 

mane s茫o pablo",leite et al,2020,0,0
twitter,bando de biscoitero do caralho,leite et al,2020,1,1
twitter,"@user porra, nem fala, fica impossível sair da cama",leite et al,2020,0,0
twitter,@user matou msm link,oliveira et al,2023,0,0
twitter,"caralho mano se eu falar mal de mim n eh pra ficar flando q eu so dramático, porra",leite et al,2020,1,0
twitter,"""tenho fobia social porque não gosto de conversar com os humanos. 😚😚😚😍😍😘😎""

ah, vai tomar no cu.",leite et al,2020,1,0
twitter,sem mais ,leite et al,2020,0,0
twitter,fala da tua squad —_ um bando de fufas muito queridas <333 ,fortuna et al,2019,1,1
twitter,"[3/8 11:10] Migles❤️: Uma q não tem dente oq só tira foto de bico ?
[3/8 11:11] Dudinhaaa😇💖: KKKKKKKKKKK COOOE CR

esse grt é babaca 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",leite et al,2020,0,0
twitter,"@user vlw , vo ve dps",oliveira et al,2023,0,0
twitter,"
Quer dizer que foi um observatório mineiro que detectou o asteróide que passou pertin pertin?
E esses políticos de m dizendo que a ciência do Brasil é irrelevante. 
#ForaBozo",leite et al,2020,0,0
twitter,papai do céu é muito bom comigo,oliveira et al,2023,0,0
twitter,@user troxa,leite et al,2020,1,1
twitter,nossa mano minha cabe莽a vai explodir de tanta dor 馃槗,leite et al,2020,0,0
twitter,ele é o cão kkkkkkkkkkkk link,oliveira et al,2023,1,0
instagram,Eu acredito!❤️,vargas et al,2021,0,0
twitter,pelo que tudo indica... drx em alguns minutos !?,oliveira et al,2023,0,0
instagram,Benedita você é sensacional!,vargas et al,2021,0,0
twitter,NÃO FALO DE COISAS MUITO PESSOAIS USO A REDE SOCIAL PARA DESCONTRAIR  #JoaquinResponde ,fortuna et al,2019,0,0
twitter,@user manda avisar. os maiorais,oliveira et al,2023,0,0
instagram,Merece muito!👏👏👏,vargas et al,2021,0,0
twitter,considero acertada e oportuna a decisão governamental de alterar a política de preços de combustíveis no brasil.,oliveira et al,2023,0,0
twitter,"pau no seu cu, quem paga meu gole sou eu, então foda-se o que tu pensa ou acha sobre mim",leite et al,2020,1,1
twitter,@user nem fudendo kkkkkkkkk,oliveira et al,2023,0,0
twitter,rt @user ela faz isso todo fds ,leite et al,2020,0,0
twitter,"ele tem razão, flamenguista é nojento demais.. ainda bem que sou",leite et al,2020,0,0
twitter,Ainda fui numa loja a mulher quis me maquiar tive crise ansiedade porque ela não terminava logo e eu tinha que ficar vendo meu reflexo no espelho to ruim até agr,leite et al,2020,0,0
twitter,"@user as vezes eu chego a pensar nessa ideia, mas mesmo assim pô, tinha que ter alguém pra fiscalizar isso, desse jeito não vai fazer nenhum impacto no fim das contas",oliveira et al,2023,0,0
twitter,"fui na intenção de ganhar um beijo e ganhei uma assoprada na boca, oh ódio",oliveira et al,2023,0,0
twitter,vontade de fuder mas não dá pq estamos na casa da minha sogra e dormindo no mesmo quarto q minha cunhada 😕,leite et al,2020,1,0
twitter,"@user eu escrevo como eu quiser porra 
tyago teago titi thiagueira tiu agueira me deixa em paz",leite et al,2020,1,1
twitter,"Parabéns @user , sinal inequivoco que estás no caminho certo! ",fortuna et al,2019,0,0
twitter,"@user esse @user não se toca, esquece, vira a página, nós já apertamos a descarga e mandamos o ladrãozinho de jóias, o desgoverno da morte para o esgoto para nunca mais voltar. governo da morte nunca mais.",oliveira et al,2023,1,1
twitter,"Dilma, Lula, Cunha, Freixo, Luciana Genro e Jandira Feghali tudo fora! Agora só falta o bolsa-puteiro pra esse país _ ",fortuna et al,2019,0,0
twitter,@user @user imagina essa porra dessa garota com uma cabeça de ovo kkkkkk,leite et al,2020,1,0
twitter,@user pulguento fedido??????,oliveira et al,2023,0,0
twitter,RT @user @user E porque será que esses ricos países vizinhos não recebem os refugiados? ,fortuna et al,2019,0,0
twitter,se n é eu e a @user naquele grp ridículo a salinha tava lascada,leite et al,2020,0,0
instagram,"A Time devia colocar como personalidade do ano as crianças que são vítima de casamento precoce e morrem na primeira relação sexual por inúmeras perfurações internas mais e mais fácil colocar o que bem lhe convir o presidente está certo e uma pirralha sim e deveria estar aprendendo que o mundo inteiro está sendo destruído principalmente pessoas,,,,deviam observa os peixes grandes.....",vargas et al,2021,1,0
twitter,"rt @user só queria uma amizade sem falsidade, q ambos torcem pela felicidade um do outro. impossível hj em dia",leite et al,2020,0,0
twitter,"@user se for no aricanduva, assim q lançar rs",oliveira et al,2023,0,0
twitter,spring day tmb pqp,leite et al,2020,0,0
twitter,@user sulista = aberração,leite et al,2020,1,1
twitter,mano vai tomar no seus cu eu tenho a melhor namorada do mundo pqp 🥰,leite et al,2020,0,0
twitter,"Sou repórter Ramalhão JCT.Jornal de Cidade Tiradentes Greenwalt e americano honesto 
 SÓ BANDIDO OLHA CARA DESTE SÁFADOS DESTA PROSTITUTA DESTA VAGABUNDO DESTA VACA POLÍTICA E AUTORIDADES CORRUPTAS POEMA A VERDADE.G ",leite et al,2020,1,1
twitter,"@user Minimiza? Vá para o caralho com os eufemismos redutores. A besta rebenta com tudo e estão todos feitos com ele no judiciário. Malditos! malditos todos, malditos pelos crimes próprios e pelos que calam. Milhão de vezes malditos!",leite et al,2020,1,0
twitter,@user @user kakskakskkskkkskaksa que odio mano,oliveira et al,2023,0,0
instagram,Voto no Lula,vargas et al,2021,0,0
instagram,"Verdade, Janaína. Belo embaixador nós íamos ter",vargas et al,2021,0,0
twitter,estava vendo aqui kkkk e já fazem 4 anos na verdade — como vc me achou ,leite et al,2020,0,0
instagram,Joice Rasselman é uma maluca,vargas et al,2021,1,0
twitter,meu primo foi casar se com uma maria macha kkkkkkkkkkkkkk isso que dá,oliveira et al,2023,1,1
instagram,Como? Não pode agora fazer mais nada?🇧🇷💚💛,vargas et al,2021,0,0
twitter,"se não sente falta das meninas não? — mn não sei, acho que foi melhor assim se for pra volta o tempo vai resolver. ",leite et al,2020,0,0
twitter,alguns falando que a música e ruim nós fãs vamos ter que forçar pq vocês não vão cuidar dos seus favs,leite et al,2020,0,0
twitter,"HOJE TEM BUGRÃO! 

Família Bugrina, vamos juntos enfrentar o Bragantino. Venha para o Brinco. Avante, avante meu Bugre!

⚽ Guarani x Bragantino
⏰  21h30
🗓  02/08
📍  Brinco de Ouro
📊  46 Jogos | 20 Vitórias | 13 Empates | 13 Derrotas
🎟 R$ 10 Cabeceira sul 

#GUAxBGT ",leite et al,2020,0,0
twitter,estudar a história do brasil é mt brabo vsf quem fala q é chato,leite et al,2020,0,0
twitter,"@user eu fui pro ciro, msm sabendo q n chegaria. mas não votei, n transferi meu voto do rio de janeiro. nunca transferi pra n ter q votar em quem n quero. justifico. mas n votaria em lula msm n suportando bolsonaro. não dá.",oliveira et al,2023,0,0
twitter,rt @user fico imaginando a cara do garçom passando com um camarao internacional do lado ,leite et al,2020,0,0
twitter,@user @user tá chegando tem 10 anos porra,leite et al,2020,0,0
twitter,"se der o mínimo que tem e que seja de coração, pode ter certeza que será muito para quem está recebendo!!! ",leite et al,2020,0,0
twitter,eu ainda tô tentando superar essa cena. ?? série: rainha charlotte: uma história bridgerton. link,oliveira et al,2023,0,0
twitter,@user meus pais tbm curtiu p caralho kkkk,leite et al,2020,0,0
twitter,"@user agora ele expôs seu ódio pelo ex juiz, acredito que seja fácil ao próprio moro lidar com esse sujeito...",oliveira et al,2023,0,0
twitter,"Veganos, bruxos, ateus, crossfiteiros, crentes, pseudo astrólogos, good vibes, maconheiros de 16 anos, galera que transcende em rave, puta que pariu! eu não sei quem é o mais chato",leite et al,2020,1,1
twitter,rt @user triste porém seguindo o baile.  kkkkk ,leite et al,2020,0,0
twitter,Cinema itinerante em Rio Branco - Departamento de Cerro Largo /Brasil Uruguay. Ano 2010 ,fortuna et al,2019,0,0
twitter,"@user @user sai da铆, boiola",leite et al,2020,1,1
instagram,Quem manda nesse Pais? Votamos pra presidente mas quem decide é a corja do mal !Que merda é essa ? Só pilantras se dão bem?,vargas et al,2021,1,0
twitter,@user Já percebeu que só militante feia e gorda  fala mal de homem ?,fortuna et al,2019,0,0
twitter,se ela soubesse o quanto eu amo essas fotos link,oliveira et al,2023,0,0
instagram,Nossa ela falou tudo que nós queríamos 👏,vargas et al,2021,0,0
instagram,@user e a propina recebida pela OAS teve pena quando recebeu? #hipocrita #oportunista #voltapromaroferenda,vargas et al,2021,1,0
twitter,@user tá bem da cabeça amg?,oliveira et al,2023,0,0
twitter,"@user @user minha amiga, respeita",fortuna et al,2019,0,0
twitter,@user isso faz uma falta do caralho,leite et al,2020,0,0
twitter,que escroto kkkk,leite et al,2020,1,0
twitter,to puto só queria ter ido jogar em realeza,leite et al,2020,0,0
twitter,@user vsf vida de merda só tira n da nada,leite et al,2020,0,0
twitter,@user pra caralho,leite et al,2020,0,0
twitter,rt @user ele acabou de ir embora e eu já estou com sdds 😔☹️,leite et al,2020,0,0
instagram,Covarde,vargas et al,2021,1,0
twitter,"- Moça eu quero aquele tênis.
- Aquele é pra homem
- Mas vc acha que o tênis vai reparar?",fortuna et al,2019,1,1
instagram,"Que absurdo para quem votou nele,será que tbm concodam?meu presidente sempre vai ser Lula! Que Deus tenha misericórdia dos pobres,nas mãos de Bolsonaro.",vargas et al,2021,0,0
twitter,@user tá bom bunda mole ?? fecho,oliveira et al,2023,1,1
twitter,"Coitado desse povo servindo como TAPETE dos lideres do movimento. o Boulos anda de carro e tem muito dinheiro.
",fortuna et al,2019,0,0
twitter,no q isso z to raxano,oliveira et al,2023,0,0
twitter,@user @user kkkkkkkkkkkkkk manheeeee o finias e perv tao fudendo a abertura da serie,oliveira et al,2023,0,0
twitter,"spotify tocando hold on, não vai ter jeito vou ter que voltar assistir tvd, esse era o sinal que faltava.",oliveira et al,2023,0,0
twitter,"Que justiça injusta. O Brasil tem que mudar. Mas, infelizmente a maioria dos parlamentares e muitos juristas... ",fortuna et al,2019,0,0
twitter,@user ninguém sabe,oliveira et al,2023,0,0
twitter,"não se assumiram logo, vai ser compulsoriamente link",oliveira et al,2023,0,0
twitter,"Esse tweet passou na minha tela e eu queria dizer que as desculpas de vocês, cristãos, não valem de mais nada. Poderiam se desculpar e se posicionar nas urnas, antes desse lixo ser eleito presidente. Agora com toda legitimidade do preconceito, querer se arrepender é mto fácil.",leite et al,2020,0,0
twitter,"rt @user ô diazinho mequetrefe!
tomara que acabe logo!",leite et al,2020,0,0
twitter,estou me sentindo jundiaiense já. fui pra faculdade e perguntei se a coxinha era de frango. a mulher faltou me chamar de burra dizendo que+,fortuna et al,2019,1,1
twitter,"rt @user meu cu é muito fdp, quando eu entro no chuveiro da vontade de cagar",leite et al,2020,0,0
instagram,Não gostei da comparação @user ....vc não precisa disso não...vou deixar de seguir por uns tempos,vargas et al,2021,0,0
twitter,@user que lixo,oliveira et al,2023,0,0
instagram,Parabéns SR. Ministro! Ainda bem que temos o Sr aí para tentar alguma coisa!!!!!,vargas et al,2021,0,0
twitter,"Com Miguel Relvas no Conselho Leonino do Sporting os títulos estão garantidos! E se necessário for, pede umas equivalências na Lusófona...",fortuna et al,2019,0,0
twitter,@user q intimidade eh essa com minha mulher,oliveira et al,2023,0,0
twitter,rt @user @user pq cristo não interfere amigo 😎✌️,leite et al,2020,0,0
twitter,a melhor coisa do mundo é ouvir todo tipo de musica pq eu literalmente tenho um estilo de musica p todos meus humores,leite et al,2020,0,0
twitter,"@user não é todo mundo que pode fazer parte de todos os lados. mas se tiver que escolher só um, vá de PS, pelo menos lá da pra aproveitar 99% dessas ""experiências incríveis"".",leite et al,2020,0,0
twitter,@user desculpa fe não tenho nada contra vc não ??,oliveira et al,2023,0,0
twitter,"@user mas ele é um tuco da vida
vagabundo",leite et al,2020,0,0
instagram,Perfeito 👍🏻,vargas et al,2021,0,0
twitter,"@user maravilhoso demais, pqp",leite et al,2020,0,0
twitter,é uma infantilidade sem fim ! tnc pra lá,leite et al,2020,0,0
twitter,acho tão mais bonito os lomotif mostrando o sorrisos,leite et al,2020,0,0
twitter,"?? o ex-presidente jair bolsonaro (pl) chegou à sede da polícia federal para depor no inquérito que investiga a falsificação em cartões de vacinação dele, da filha mais nova e de assessores. leia mais: link link",oliveira et al,2023,0,0
twitter,@user eu n to feia demais,leite et al,2020,0,0
twitter,rt @user acordei com uma vontade de comer um cu ,leite et al,2020,1,0
twitter,@user ent茫o encontramos nos no hall de entrada ok?,leite et al,2020,0,0
twitter,estou simplesmente apaixonada pela @user pqp q mulher incrível,leite et al,2020,0,0
twitter,@user @user esse gordo pedante se sentindo,fortuna et al,2019,1,1
twitter,"@user itanhaém, pq aq é só mlk loco",leite et al,2020,0,0
twitter,vocês já pararam para pensar que as pessoas tem outras qualidades além da beleza?,leite et al,2020,0,0
twitter,look do dia blusa de pijama que eu botei por baixo do blusão,oliveira et al,2023,0,0
twitter,"@user @user @user mas não muda o fato que foi irresponsabilidade e erro dela, tenho depressão mas relacionamento é via de mão dupla, ela tem que entender que pode machucar a outra pessoa também, responsabilidade afetiva ??",oliveira et al,2023,0,0
twitter,"eu não sabia mais o que fazer 
mandei curintiano ir pra casa de fudeer

aaaaaaaaaaa doutor eu não me engano filho da puta é corintiano 🎶🖕🏻",leite et al,2020,1,0
twitter,"@user paulo freire ser谩 eterno, vcs querendo ou n茫o. vcs sempre ser茫o os baba ovos, apenas. gente burra e alienada",leite et al,2020,1,1
twitter,"Tentam me derrubar,e Deus me dá + trabalho.Tenho agenda até pra 2018 já.Eita Glória!",fortuna et al,2019,0,0
twitter,"@user So tenho uma louca em casa que minha familia resgatou ela do nosso porão pq a mãe dela tinha abandonado ela e ela tava super franquinha,recém nascida e agora ta gorda e super insuportável porem ainda amamos ela e acho que ela tbm nos ama '-' ",leite et al,2020,0,0
twitter,quem teme o rid铆culo n茫o vive o extraordin谩rio,leite et al,2020,0,0
instagram,"Eu acho bem feito,agora apaude e faz👉",vargas et al,2021,0,0
twitter,"retweet para ganhar seguidores,  siga quem retweetou e siga de volta quem te seguiu 😅 #fandomseguefandom",leite et al,2020,0,0
twitter,"@user já não entende bosta nenhuma de futebol e agora quer palpitar sobre aquecimento global. kkkk 
para que ta feio taina.",leite et al,2020,1,1
twitter,mano dava até o cu para comer isso,leite et al,2020,1,0
twitter,"Eu contei pro meu amigo q a @user e o @user se chamam de pedra e tals, a铆 DO NADA eu escuto durante a aula ""ei, pedra, ei"", era ele me chamando馃槀",leite et al,2020,0,0
twitter,@user um a surdo até o pt vai chegar sem ninguém barrar esses caras,oliveira et al,2023,1,1
twitter,atoa p porra ,leite et al,2020,1,0
twitter,eu fico muito chateada com certas coisas sabe ?😪,leite et al,2020,0,0
twitter,pqp ficou incrivelmente bom isso ai caralho,leite et al,2020,0,0
twitter,depois a gente ainda é errado por odiar sulista,leite et al,2020,1,1
instagram,"Ele sempre foi um monstro. Sempre humilhou pessoas. Sempre foi um péssimo empresário, um empregador desleal e injusto. Já deveria ter sido banido há tempos. Faustão não é muito melhor. Temos a pior televisão de todos os países.",vargas et al,2021,1,0
twitter,"...senta na mesa e pergunta p/ filho se ele já se masturbou hj, e ele pergunta como foi a transa dela e papai.
Hipócritas! @user",fortuna et al,2019,0,0
